word1,word2,label
fuld,wanted,0
transillumination,emigration,1
appall,wahle,1
sannes,larroquette,0
wu,lhommedieu,1
convenes,burdine's,1
hachette,doucet,1
leander,concomitant,0
thomasina,gravina,1
saam,philby,0
carjacking,visegrad,0
rebound,lb,1
chiusano,marano,1
giegerich,kingsbridge,0
spank,antitank,1
kyes,despise,1
histrionic,philharmonic,1
nett,charrette,1
nars,lamar's,1
misinformation,consummation,1
bugatti,sanitizing,0
dini,mcsweeney,1
revocation,reclamation,1
ranger's,payload's,0
credibility,jowett,0
detoxification,nationalization,1
multiprocessor,spacewalks,0
bookmobile,osages,0
datura,reichel,0
shamir,amir,1
impeaches,atwood,0
sharon,mcferron,1
concatenation,inflight,0
scioli,rowly,1
victimization,demobilization,1
destabilize,developer's,0
myrilla,mantilla,1
demarest,carolyne,0
swaine,vain,1
unreceptive,constantinople,0
deyton,madrigal,0
rampages,ortega,0
henes,peens,1
yorio,minkin,0
route,gout,1
prognosis,tuberculosis,1
pitcock,siracusa,0
meadow,doud,0
hateful,wortman,0
retlin,shout,0
guide's,bride's,1
aides,deletions,0
monsoons,moons,1
vertel's,bells',1
hartig,bellied,0
lundstrom,minnis,0
electric,castrol,0
dedication,confiscation,1
burgeson,tacke,0
yokes,provokes,1
skillet,wasinger,0
wherein,eskin,1
zamorano,balzano,1
reiteration,surrogation,1
irate,razor's,0
viana,vrana,1
molester,pester,1
zan,maryanne,1
dries,eyes,1
standfield,avolio,0
vidal,theologically,0
reservoirs,okin,0
pingree,pettersson,0
veiga,molehill,0
cynara,segarra,1
bettina,jobyna,1
druisilla,branislov,0
faraone,cadrone,1
charlene,leen,1
azmeer,groggy,0
intimation,reforestation,1
admission,omission,1
culvert,menezes,0
abruzzese,sobecki,0
naturalistic,mechanistic,1
rapt,entrapped,1
boothby,sleight,0
aretina,macarena,1
gile,file,1
brandis,effervescent,0
hipple,stinky,0
leena,zenina,1
clarey,intermarry,1
cars',kahrs,1
thrusters,clanin,0
aftereffects,blount,0
tapped,adjourn,0
tamara,segarra,1
lockout,qualex,0
roane,bohn,1
jumping,dumping,1
organisation,magnetization,1
sire,schryer,1
dollison,willful,0
liley,really,1
kedrowski,olkowski,1
supersede,deets,0
communication's,wasch,0
convey,say,1
culberson,ludeman,0
slushayete,regret,1
straight,fete,1
capito,ardito,1
stell,sentelle,1
rase,sways,1
methot,arcs,0
wazir,mear,1
vanover,dwellers,0
muffins,hardman,0
becks,beck's,1
questioners,nicolette,0
jostle,corrin,0
maryse,wheeless,0
catalanotto,muramoto,1
cassini,fantini,1
reuse,muise,1
distefano,ambriano,1
faxer,struble,0
touchet,minette,1
iakovos,bagley,0
clients,nullify,0
vulgamore,brosious,0
hallbauer,liquidations,0
wylma,pancer,0
ignite,gauls,0
vaal,bolender,0
yaden,holzworth,0
podrasky,schmeck,0
vastine,deconcini,1
critelli,martelli,1
casein,gelatine,1
parachuting,seymour's,0
bennitt,nipples,0
voyaged,foreigners',0
dubilier,frontier,1
frontera,guerrera,1
x.ers,variegate,0
preservation,excommunication,1
neglect,protect,1
suard,disbarred,1
congregation,alwyn,0
rood,endued,1
depict,sankara,0
bechtel,cel,1
schwier,dyar,1
billie,dillie,1
transmitted,appealing,0
cascone,partecipazioni,1
bride,heide,1
argues,reflected,0
zaccaro,mogavaro,1
bugaj,disaffection,0
optometrists,thomasina,0
marsteller,cannondale,0
milken,wilken,1
dismissals,bebitch,0
boward,electronics,0
airspaces,yachtsman,0
allweiss's,tuberculosis,0
fjord,record,1
receptacles,wreaths,0
macknay,vadnais,1
raze,maize,1
dombek,atari's,0
amaze,braise,1
krasowski,zajkowski,1
overthrown,morricone,1
thoroughfare,sohns,0
rhew,crew,1
hetzler,players,0
hydration,perpetuation,1
sabrina,sensors,0
revis,commemorates,0
bastions,fortier's,0
forced,harbingers,0
tax,earnings,0
carboni,toni,1
areta,barringer,0
operators,invaluable,0
gasification,depravation,1
advisability,roast,0
lons,gaping,0
creason,thiessen,1
rolm,hyaluronic,0
baity,baty,1
bizzaro,famularo,1
lowe,perreault,1
neuro,shifty,0
maire,nephews,0
mintha,propagandists,0
hermanns,dive,0
mcalexander,evander,1
guessing,corps,0
imperfections,howell's,0
guevara,durick,0
anthology,skender,0
gulped,virologist,0
liquidation,equivocation,1
ozzie,sweetser,0
paratore,salvatore,1
frescoes,fresco's,1
rappahannock,sleepy,0
pownall,durwin,0
telegraphed,savin's,0
dechine,excepted,0
preordain,again,1
sable,crable,1
nibs,gibbs,1
deigning,sustaining,1
allotrope,blinking,0
impunity,funes,0
bente,rent,1
boundary,foundry,1
emera,carrera,1
marcano,americano,1
panton,israelite,0
stuve,bulimic,0
byers,squires,1
ridinger,freshour,0
kingsborough,buchenwald,0
meanor,fleenor,1
dusseau,renaud,1
grzywinski,kolasinski,1
belth,djakarta's,0
vertex,dumont,0
donations,organisations,1
louie,couey,1
greensburg,kozel,0
angora,ozora,1
where,warsaw's,0
uhrin,verdinsgang,0
jubilation,ossification,1
beyl,sidoti,0
stukey,admitting,0
malec,latvia's,0
bolz,extols,1
outclassing,interim,0
cropp,drop,1
fecal,chancy,0
gwinn,atkin,1
gatewood,sciarra,0
taco,zarella,0
cohabitation,ventilation,1
selloffs,tinkey,0
ricke,zwick,1
treadwheel,siang,0
ensinger,mcilwain,0
phillip's,loses,0
ahead,shorn,0
rietz,competes,1
sluicing,doudna,0
bashir,hinzman,0
relending,attending,1
isolation,purification,1
rieders',kurowski,0
durst,kerst,1
scallan,frees,0
reidel,hershman,0
pisello,cardello,1
pohl's,holz,1
starchlike,allocators,0
nudge,mcguffee,0
accumulations,explorations,1
fite,reignite,1
renews,overuse,1
interlake's,lover,0
sledge,hensler,0
disobey,gervais,1
store's,broadhead,0
glaciation,depredation,1
resuscitation,glorification,1
resignation,presentation,1
rapp,shapp,1
generalizations,monolithic,0
evocation,backwardation,1
cheesiest,stalked,0
recognition,misrecognition,1
nomination,protestation,1
sparr,cicerone,0
testa,tempesta,1
farouk,conolly,0
proliferation,retaliation,1
rieke,fenoglio,0
lowe's,lotter,0
abiola,mineola,1
brzezinski,lapinski,1
schooner,wiedeman,0
primerica,naturalize,0
sale's,bailes,1
rougeau,morneault,1
hollomon,sift,0
kageyama,candlish,0
oscillate,tupa,0
dauer,lauer,1
aley,kaylie,1
sylvan,rogers,0
extrication,inhalation,1
touchdown,specials,0
merrill,hello,0
ludwick,tequiliu,0
switaj,abominable,0
lagan,durando,0
reprints,guire,0
greet,tweet,1
carr,superstar,1
bookin,dogle,0
hoteliers,tristate,0
motherfucker,holidays,0
glycoside,kinkel,0
sharell,apel,1
auto,sand,0
antolik,shortz',0
panam,arakaki,0
skeeters,peter's,1
viar,sedition,0
mocha,iacocca,1
cayne,jane,1
jury,degrace,0
nutria,trademark,0
drapeau,morneau,1
julina,melvina,1
keay,badeaux,0
ingenious,klassen,0
sudanese,brunjes,1
josephina,indovina,1
marte,butterick's,0
acknowledged,abkhazia,0
comfinance,schlitz,0
nibbling,villeneuve,0
hernon,larks,0
gelett,gapp,0
morrone,franzoni,1
resch,lesch,1
coup,flue,1
beast,yeast,1
quarre,bargar,1
gazonsky,updike,0
slacks,flax,1
rogal,dogle,1
myer,misfire,1
ruhl,ascencio,0
deliberately,san-jose,0
bouche,fouche,1
behavior,thumann,0
renovation,reconfirmation,1
pisano,terracciano,1
skelly,cifelli,1
brasch,namibia,0
counsels,upsizing,0
bellin,mccue,0
knoll,scholle,1
alexandre,bookseller,0
scrapers,kearny,0
berth,cellstar,0
izaguirre,bailed,0
basulto,die,0
shipe,sipe,1
lep,gregorio,0
oar,corps,1
gibert,commodities,0
zumel,gsell,1
menzer,motile,0
rash,thrash,1
crew's,diffuse,1
harvin,adobe's,0
albertsen,riffle,0
detaining,disdaining,1
lengthwise,sulek,0
bluebeard,cilva,0
kaus,laymon,0
winnowed,discovery's,0
basford,mens,0
maurice,treece,1
kamei,moutray,1
power,underpower,1
krahl,sol,1
kitchen's,chernobyl,0
hettick,crossbones,0
fetz,mkhatshwa,0
crystalline,stare,0
brocklin's,mestek,0
zasada,tada,1
moorman,narayanan,0
limehouse,rook,0
mundlow,gardena,0
denunciation,conflation,1
manuela,drogue,0
cogliano,aviano,1
defamation,preservation,1
household's,better,0
peko,domanico,1
gin,aros,0
sadao,depauw,1
nihei,ole,1
abreu,ensue,1
means,choose,0
avocation,calibration,1
katayan,promoted,0
chiavetta,ferrentino,0
blair,concessionaire,1
deformation,destination,1
rochella,swehla,1
poclain,how're,0
lucent,deinstitutionalize,0
han,hahn,1
peon,redolent,0
balchunas,suitt,0
don't,mckown,1
cammarota,cota,1
outstripping,mosso,0
tahmassebi,dilsaver,0
splurged,noseworthy,0
buzz,miti,0
holik,margolick,1
cabrera,ovules,0
mussel,rustle,1
kilgo,jarnagin,0
oldham's,lightened,0
sack,jac,1
cavanah,inger,0
caccavale,carnauba,0
thora,eleanora,1
janofsky,rogowski,1
stanis,hannis,1
maclellan,knob,0
tyus,preuss,1
divide,crissman,0
storey,cacciatore,1
subluxation,rectification,1
crushers,deeper,0
carbonara,samsara,1
niemczyk,podge,0
convertibles,zedillos,0
grays,days',1
reaches,screeches,1
sheikdoms,devers,0
characterization,violation,1
dale's,conn.,0
menear,frear,1
warfield,iba,0
respiration,pigmentation,1
glinski,ruminski,1
ziel,automobile,1
chilis,supplement,0
cy,sty,1
komara,sharaa,1
desegregation,annihilation,1
locklin,mispronounce,0
zandt,mraz,0
ashenfelter,jacklin,0
hembree,duryee,1
imagineering,including,0
asamera,vaquera,1
locations,reparations,1
deploy,metropolitain,0
maya,maiolo,0
dethloff,chustz,0
originations,rotations,1
phenolphthalein,veillon,1
pingley,karges,0
deubel,orilla,0
cabrall's,doll's,1
clones',lohnes,1
tenorio,oratorio,1
montanaro,stare,0
geenen,kissell,0
self-energizing,startlingly,0
threatt,leet,1
predestination,menstruation,1
hansel,filippone,0
chudler,austria,0
stations,associations,1
disillusion,durrah,0
macklin's,spielberger,0
qua,joie,1
replaying,advisor,0
lycurgus,cambior,0
pharmakinetic,peripatetic,1
jetty,andretti,1
perugini,fantini,1
hulce,repulse,1
dan,harpin,1
u,shu,1
classless,strawbridge,0
pasquarella,abdella,1
mcbrearty,stann,0
tamm,yam,1
congratulation,dictation,1
slacked,hacked,1
sweat,nellette,1
pedestal,gloat,0
coordination,saturation,1
mccalla,fair,0
hamlisch,pinshan,0
buie,lsd,1
mailey,bayley,1
rejoin,spetsnaz,0
ebbs,bustling,0
diffraction,boardgame,0
seasonally,donuts,0
menzione,gustavus,0
firmed,termed,1
obscene,bien,1
frying,retrying,1
stech,streck,1
romania,tympanic,0
jennie,lahmann,0
wile,niall,1
newfound,overspent,0
jamerson,hemmed,0
chugging,irishman,0
mingled,retarding,0
recyclable,zena,0
hospitalization,modernization,1
explaining,laning,1
hulette,guillette,1
ketcher,jopling,0
arup,offend,0
anderlini,deveny,1
rissmiller,leonelli,0
sledz,broden,0
celerity,peachtree,0
angeletti,hetti,1
altitude,thrilling,0
purdon,lifton,0
diversification,probation,1
complicate,intentioned,0
walton's,demarcations,0
superfamily,osterhoudt,0
goh,badeau,1
dering,varvaro,0
profane,elaine,1
cano,viano,1
koch,carpeted,0
amerihost,monarch's,0
strapped,rupe,0
heck,steinhaus,0
neal,schiel,1
economy's,economies,1
guarantees,defries,1
edizione,pannone,1
smalley,wholey,1
wiping,meal,0
zelazny,baltzell,0
yediyat,whittemore,0
jarara,rasp,0
bessire,hariri,1
j.'s,graze,1
klee,forsee,1
plata,scarlata,1
chop,romanticizing,0
jeannette,brissette,1
michelle,esquivel,1
u,hugh,1
copelin,poor,0
peoples,scaggs,0
we'd,streed,1
tipler,sherrer,0
polished,philantha,0
guyett,niquette,1
nicastro,kernite,0
interceptors,sanks,0
peretti,parretti,1
kredietbank,jank,1
deweiss,tyce,1
laurenz,duo,0
certification,stagflation,1
gearbox,morachov,0
spines,heinze,1
gorillas,pfizer's,0
pernod,girod,1
boss,bross,1
chesshir,sher,1
dissents,events,1
earwax,deandrea,0
debby,domes,0
massett,giardi,0
cassettes,baronets,1
davison,unaware,0
ulee's,frieze,1
underlie,sivertsen,0
seas,appointees,1
vaporization,denomination,1
punctuate,veiga,0
expatriation,recantation,1
fears,sears's,1
nicolau,mongiello,0
liberalization,negotiation,1
kennels,andalusian,0
ballard's,schuette,0
redneck,linguistics,0
durrant,sales,0
piet,prevette,1
experimental,lentil,1
krusinski,slawinski,1
boyum,bum,1
alanis,airboats,0
chiarella,fabela,1
skalsky,schweikert,0
interventionist,herrick,0
kabi,flabby,1
confirming,ansett,0
congdon,puttering,0
loncar,winstead,0
criss-crossed,poisons,0
wisman,crismon,1
detracted,encrusting,0
macnair,astaire,1
loot,bebout,1
superficial,legislating,0
storefront,climatologist,0
fehl,burrell,1
plundered,nordstrom,0
leighton,unlucky,0
choirs,restorer,0
thornberry,wiemer,0
oppenheimer's,outliving,0
federici,nietzsche,1
starzyk,nix,0
franczak,heterosexuality,0
sodano,sudano,1
nicoderm,guagliardo,0
cau,liao,1
megner,egnor,1
probative,gresham,0
pomicino,caterino,1
digester,tiner,0
radford,lasko,0
exon,davignon,1
sodomize,wikle,0
graul,cosmonaut,0
barenboim's,imig,0
mulliken,hairston,0
marone,perone,1
gayman,kazakhstan,1
agitation,cremation,1
stealing,iuliano,0
dragging,honoree,0
lesinski,myslinski,1
arton,saucy,0
vein,kremlin's,0
kurowski,mcgowin,0
funderburk,langworth,0
coffel,this,0
admonition,mccuistion,1
bradsher,mutschler,0
grieb,wattles,0
garant,arant,1
zayac,pajak,1
bared,pedro,0
adults',alendrin,0
dusseau,trow,1
germination,exploitation,1
diversification,oscillation,1
saks's,camara,0
free,t,1
loh,feces,0
castillon,mujica,0
yet,unset,1
prompt,carty,0
hutton's,takeo,0
chelan,helen,1
rucks,buchs,1
advertiser's,unsafe,0
celo,peltzer,0
ails,fails,1
cara,nicotera,1
borras,barbed-wire,0
joelle,selle,1
cabernets,statuettes,1
outdone,falasco,0
gauze,straws,1
mazzarella,lelah,1
philly,vanilli,1
puming,lamer,0
boxing's,schellinger,0
kimwipe,fister,0
shatt,matt,1
damiano,toscano,1
downgrading,mateo,0
troutwine,rubbers,0
maid's,cantero,0
detaining,heiple,0
dantzler,elmendorf,0
ungo,mineau,1
whew,koo,1
teleprobe,kasmer,0
socking,carriers,0
huntingdon,wescott,0
kneed,grede,1
anafranil,fred,0
kuehne,laffoon,1
bracknell,desselle,1
upgrades,shades,1
rhames,ducking,0
reid,skied,1
milosevic,winecoff,0
gradation,desalinization,1
amedco,cellular's,0
ingemar,caution,0
humanity's,dishwasher,0
claar,r,1
queenie,paganini,1
phased,warren,0
malfitano,caltabiano,1
oversizes,hominy,0
schryer,neier,1
versatile,introspect,0
novelistic,unrealistic,1
mali,micale,1
glorifying,bowsher,0
olick,froehlich,1
tourette,sarette,1
southwest,nest,1
danjube,halfmann,0
hoo,woo,1
mcgrain,zane,1
leonara,mazzara,1
erred,crader,0
aptly,raptly,1
neighborly,reffitt,0
deportation,laceration,1
pedroli,spagnoli,1
outsized,tripi,0
teheran,gabon,1
welles',noel's,1
forman,woody's,0
vivona,shultis,0
manthey,nigger,0
dying,colorizing,0
mulatto,mankato,1
bernita,morita,1
pastes,hartis,0
henzler,matriarchy,0
eby,wigfield,0
kibble,sibil,1
masi,degrasse,1
multiplication,sterilization,1
peele,szczygiel,1
baling,receive,0
unitarian,westcoast's,0
juxtaposition,politician,1
poirier,mellinger,0
majnoon,mhoon,1
salvatore,story,1
sheik,chic,1
ashwood,blackerby,0
finegan,lens,0
seigniorage,lighthouses,0
bookin,marich,0
legault,laveau,1
regensteiner,mcswain,0
accrues,cruze,1
rigo,igoe,1
extort,seix,0
pharmacologist,radiologist,1
mcgee's,klees,1
philene,stene,1
fieldhouse,raffish,0
overrating,innovating,1
rumania,kuchera,0
seither,baseless,0
levy's,hafif,0
jut,shutt,1
pinetta's,brauhau,0
estelle,lavelle,1
c.'s,cadiz,1
sheen's,capricorn,0
shih,enlistee,1
gantenbein,rehash,0
hopeful,buckets,0
miscreations,devaluations,1
incorporation,coloration,1
psychology,gynecology,1
bernadine,yarnall,0
delfino,bacino,1
kessell,messel,1
sichuan,gerhardt,0
perrett,kindergartner,0
fuel's,newspapers',0
stochastic,monastic,1
jungers,heidrich,0
prasek,snubbed,0
zircons,lowborn,0
mersereau,burlatsky,0
particles,wintermute,0
supported,nurtures,0
sanford's,peristyle,0
beutel,hotel,1
correcting,reconnecting,1
coutee,t.,1
manion,ayon,1
enigmatic,sectarianism,0
dee,cree,1
lincks,langone,0
rolette,pret,1
supplements,handlin,0
penders,benders,1
kjar,jabar,1
rockford,perich,0
chalk,walke,1
reitzel,bollore,0
lunching,baxt,0
legalization,clarification,1
ayala,kabbalah,1
gynecologists,kashmiri,0
event's,renee,0
expropriation,misinterpretation,1
antwine,brotman,0
conferees,honorees,1
pole,skoal,1
finisher,hipbone,0
appease,these,1
philbin,mckrinkowski,0
laughable,hawley,0
gatien,rosenthal,0
underplay,jacquet,1
plays,spoofs,0
heavyweight,genus,0
kean,careen,1
hilberg,jarecki,0
qualifications,constellations,1
corne,mourn,1
briganti,santi,1
grandmother,pandora's,0
whitsell,hoogovens,0
wootton,lewton,1
aged,housh,0
wiz,mattke,0
chanishiva,holocaust,0
philene,eighteen,1
globetrotters,otts,0
kindergartners,inscho,0
vlad's,rustiest,0
gliding,foraying,0
scholarships,madey,0
generalizations,asses,0
zile,dial,1
picklesimer,vangundy,0
compilation,foliation,1
hartinger,hovnanian,0
wiersema,halima,1
loadholt,drobny,0
venice,wurtz,0
maekawa,appellate,0
stelle,souped,0
pay,ilhae,1
intestines,caleca,0
burley,mager,0
acclaim's,jas,1
angeleno,guarino,1
octet,chalmette,1
nichols,nicholls,1
stivoric,florek,1
newsletter's,norquist,0
mcferrin,raptis,0
kano,torrenzano,1
punta,noncriminal,0
peep,hemry,0
berg's,decedent's,0
gusting,busting,1
cheever,steever,1
books',cerullo,0
kedrowski,bonkowski,1
brae,ay,1
kohlberg's,germer,0
copperheads,hawkeye's,0
gardena,avina,1
seditious,bucklin,0
zachar,afar,1
retaliation,mobilization,1
ricoh's,felda,0
rap,frap,1
cappel,sablan,0
winckler,pollino,0
hesitation,dehydration,1
campaigners,drainers,1
pathogenic,brennecke,1
purchaser's,utilities,0
iovino,bernardino,1
mazzie,takin',0
atrocious,ferocious,1
dagger,jagger,1
schwarzkopf's,xerox's,0
licensees,pease,1
corps',mcdevitt,0
moruhiro's,boehnlein,0
mann,catamaran,1
occupation,trepidation,1
alane,bain,1
hodson,ararat,0
briar,bryer,1
feola,begala,1
eves,sheaves,1
yuval,contractions,0
follette,sinkhorn,0
fonz,brons,1
sarene,convene,1
yet,anstett,1
swigert,strickland,0
gunter,diffenderfer,0
rapt,flapped,1
gentrification,diversification,1
sylvania,romania,1
buffet,lei,1
kikkoman,mannion,0
karasek,immigrated,0
paign,kain,1
suchinda,lynda,1
mcgriff,clif,1
jubilation,orientation,1
settle,reasoner,0
reichmuth,bureaucratese,0
predate,update,1
easing,wheezing,1
knicker,realizing,0
gauthier,animate,0
janzen,kansan,1
pizer,sizer,1
dutton,mcglothlin,0
demmer,dicesare,0
milli,hyphae,0
poe,jo,1
gula,buehring,0
bashir,we're,1
analytically,wintered,0
quick,brick,1
mothercare,mcgurn,0
salve,gulping,0
frates,kates,1
maglione,desimone,1
seeks,boutiques,1
deciding,delinquent,0
ellis,privilege,0
guzowski,ruszkowski,1
recur,esquer,1
vidrine,claudine,1
hueber,selecting,0
ado,shiu,1
pravda,commerciale's,0
orlowski,ostrowski,1
sember,bandaid,0
boxy,thusly,0
bensch,bullock's,0
cusack,marilda,0
janina,posavina,1
baird,haired,1
axsom,talamantez,0
valvano,bazzano,1
sus,buss,1
wow,dow,1
breitenstein,jurkovich,0
kula,mikula,1
rosenblatt,rumpled,0
rissman,whisman,1
krumm,succumb,1
zumpano,khadafi,0
krolikowski,kiosks,0
maddy,graddy,1
broil,amiga,0
days,blaese,1
toy,croy,1
jackovich,condemnations,0
heyne,terrain,1
misidentification,proration,1
allar,victoire,1
expiration,reallocation,1
tides,confides,1
rosinsky,angola,0
deigning,tumbler,0
confuse,tattoos,1
vulgar,nierenberg,0
bertoli,etiologies,0
ramadan,tai,0
burrola,pawlikowski,0
wilsey,kantrowitz,0
criminalization,vegetation,1
discoloration,terrifying,0
deahl,villamil,1
guerette,kobel,0
clarity,gerety,1
parcel,pummeling,0
cordoba's,romulus,0
phelan,whelan,1
visitation,burnstein,0
atorino,laureano,1
concentration,extermination,1
sickel,sickle,1
ornoff,gue,0
families',methodological,0
adolf's,embracing,0
palmstierna,meston,0
drain,alaine,1
cangiano,provenzano,1
aberration,mobilization,1
schmead,riede,1
male's,undamaged,0
brideau,joh,1
leto,perito,1
tsai,hi,1
investments',porpoises,0
frosty,torso,0
martello,fariello,1
attache,gway,1
dehydration,annihilation,1
mistic,jingoistic,1
serpent's,propane,0
lorain,sain,1
sweger,eagar,1
brattin,lattin,1
remission,rosell,0
camino,gugino,1
lague,fukushima,0
blank,shrank,1
grosjean,leen,1
gauging,pait,0
gunboat,bielat,0
reider,veeder,1
whoosh,baerwald,0
social,kubinski,0
cassarino,buccino,1
stan's,sudan's,1
rehabilitations,sterilizations,1
crossnine,bloemer,0
leiss,grice,1
sherrell,jerel,1
ma'am,pam,1
telefonos,boulevard,0
holshouser,pursuits,0
abreast,infest,1
souljah,venting,0
deprivation,rumination,1
galanter,serendipity,0
nihon,teuber,0
piatkowski,levandowski,1
craney,beneficially,0
aide,fayed,1
shinsei,sway,1
cajoled,biddable,0
battled,embattled,1
deslatte,spratt,1
score,underscore,1
retton,pellicano,0
taber,belabor,1
lache,schader,0
gorter,horter,1
regalado,marmalade,0
campuzano,iuliano,1
subdued,silvestre,0
'kay,pinochet,1
montrone,farone,1
schrag,schlag,1
whippoorwills,bellah,0
gwenore,chiengmai,0
opts,robustly,0
flett,pierette,1
rebel,hillel,1
collum,addition,0
elane,pane,1
maier,stayer,1
vong,yong,1
dredge,handsaw,0
prien,eighteen,1
concedes,enfield,0
yo,tebeau,1
brittian,antiabortion,0
shrines,kines,1
betrays,minervini,0
buice,mcneese,1
ports,courtwright,0
cashon,guardfish,0
bosch,zellers,0
mukai,riff,0
vette,cabriolet,1
hoagie,comfrey,0
haeussler,eckhardt,0
periodical,martens's,0
majeure,kotsonis',0
notations,formations,1
dreary,barbieri,1
zampino,cittadino,1
niehaus,vitullo,0
freidy,keady,1
decor,miscreant,0
vannie,gardea,0
dibacco,takako,1
regionals,agar,0
interactions,abstractions,1
profited,almys,0
kensington,poffenberger,0
mamas,washing,0
brett,lafayette,1
scallions,hydroelectric,0
where,their,1
brattain,alayne,1
uma,messick,0
veazey,mccormick,0
lobed,salvaggio,0
interweave,poynter,0
califano,sudano,1
erikson,hemolytic,0
zielinski,trzcinski,1
menatep,flanery,0
delamar,gahr,1
improving,idaho's,0
echelons,ensured,0
dekroon,festoon,1
schuetze,belcourt,0
nithuekan's,syndications,0
hailed,misinforms,0
lilley,filly,1
osterholt,humid,0
coiled,flanders,0
unfav,gave,1
magnanimous,flank,0
plausibility,layman,0
view,blue,1
kade,prayed,1
damper,ozanich,0
evade,maid,1
outshone,producers',0
weighing,playing,1
willer,villar,1
marxists,giboney,0
forestall,shawl,1
voigts,arent,0
holcomb,unreachable,0
unattach,cell's,0
guilbault,lambreau,1
trogdon,unopposed,0
brigandi,dandy,1
implementation,haitian,1
dotter,trotter,1
croatian's,integrations,1
thorington,debeers,0
monsanto's,pembroke,0
collectivization,congregation,1
aix,cakes,1
smylie,milly,1
mumphrey,meiners,0
incorporation's,borseth,0
jamaican,hakan,1
lann,ahn,1
filippone,vowles,0
huntsman,aamodt,0
hoho,daugherty,0
scholarship,flit,0
u,bellew,1
moray,lorei,1
windmere's,santillan,0
defino,dimino,1
monroe,garneau,1
penman,kreeger,0
fumigation,personalization,1
dissemination,reparation,1
tariffs,decay,0
acclimation,pressurization,1
germain,frayn,1
reparation,excitation,1
exhalation,emigration,1
george's,brucite,0
deflected,undetected,1
savino,gudino,1
gaar,bashar,1
liu,theroux,1
rules,pool's,1
sonoma,lymphoma,1
duty,deprecates,0
hirohito,brueckner,0
delegations,magnifications,1
measuring,babik,0
brode,busload,1
colson,holsten,1
spirituality,musicality,1
rench,jentsch,1
skimmed,santarelli,0
docie,rockey,1
scrotten,gathright,0
cassini,ardine,1
reidy,wm,0
thoele,hoell,1
tenders,offenders,1
remorseless,mohring,0
boeck,doak,1
nazario,vallario,1
sirignano,viano,1
gainor,mainer,1
struggles,fellinger,0
standpoint,tokai,0
delaney,seine,1
dijker,kiecker,1
lumbert,flexes,0
oversize,why's,1
ornamentation,visitation,1
coatesville,lavorgna,0
deichert,trials,0
ronda,sepeda,0
ewy,baba's,0
calix,abducts,0
imprimatur,insinuate,0
hampshirites,howser,0
kinship,reveron,0
courts,aborts,1
neglect,brecht,1
deese,chinese,1
sidman,rateliff,0
li,enlistee,1
garratt,r.s,0
kueker,kyodo,0
whiteman,kreitman,1
rivera,serra,1
tippit,stolarz,0
lass,masse,1
packager,conagra,0
hartis,uncapitalized,0
compeau,undergo,1
jolette,dorette,1
lady,ogrady,1
arnott,sabena,0
modena,gillett,0
whips,celaya,0
upswing,ting,1
catelli,porcelli,1
jojola,fiola,1
shlobidan,whiddon,1
jenrette,bett,1
ikle,rickel,1
costs,hellish,0
larrance,devaughn,0
wiedman,livermore,0
liquide,astride,1
misstep,samora,0
determination,confiscation,1
hollmann,saiki,0
centauri,dibari,1
ostentation,calaveras,0
elation,evaporation,1
benefits,attributable,0
exercise,ailsa,0
undeterred,dolgin,0
brownlow,troyan,0
tellis,kassner,0
fette,phan,0
flickered,refuted,0
mation,dissipation,1
nonoperating,mccolgan,0
student,architectural,0
afresh,gordian,0
ar,spektr's,0
achy,tye,0
grim,kettering,0
manifest,lindenmuth,0
rosenkranz,breaches,0
garibaldi,swoops,0
serological,golden,0
marcelle,dispell,1
relaxation,detonation,1
loe,eaux,1
strategizing,lackluster,0
tiring,syring,1
arraying,purveying,1
octavio,netanyahu,0
arcana,lanna,1
mustards,verda,0
chalmette,regret,1
lareina,emelina,1
ewoldt,weicker's,0
hayashida,gehrig,0
beni,klocke,0
janine,casteen,1
haigh,sochet,1
ardeen,saline,1
schlock,croc,1
mcgannon,say,0
permit,leigh,0
faction,guide's,0
lipinski,plucinski,1
sentinel,kersting,0
gelineau,chandler,0
reva,leyva,1
good-bye,hi,1
monroe,gauthreaux,1
villainous,glotzbach,0
wiese,potpourris,1
puffed,laseter,0
meert,localized,0
sprock,bock,1
coye,loye,1
triangulation,argumentation,1
surprise,relies,1
recreating,rating,1
nelli,machivelli,1
insistently,toole,0
dmitri,goldey,0
comers,summor's,1
owings,goings,1
reading,lorgnettes,0
unwrap,augenstein,0
seeding,rubbish,0
sew,apropos,1
schuele,achey,0
renationalization,denomination,1
hiccups,kirk,0
kimbel,cymbal,1
schaecher,torchmark,0
passenger's,surprising,0
appraises,baranoski,0
winemiller,brewster,0
mabin,lattimore,0
tall,kall,1
trim,swim,1
kosakowski,wiatrowski,1
dunno,dabbing,0
unallowable,irrationality,0
tewes,joos,1
intercompany,india's,0
zeng,caughron,0
dehart,phenix,0
wyden,defied,1
fundamentals,occidentale's,1
higbie,destabilization,0
andreu,ellison,0
revitalization,irrigation,1
determination,arbitration,1
pochiluk,appoint,0
stenz,spends,1
carfora,zadora,1
neile,kneel,1
pilfers,latexes,0
eldrida,exhaustion,0
romer,jasmin,0
emitting,resubmitting,1
teele,lille,1
remoteness,osterreichische,0
urman,kyoung-min,0
fleiss,formulas,0
lehne,krenn,1
pacini,bodine,1
